,Exited
1107,1
9691,0
5779,1
7048,0
13560,1
13740,1
8232,0
15707,1
1614,0
461,0
3082,1
15204,1
2703,1
12698,1
5662,0
10981,1
15783,1
13631,1
15108,1
2064,0
1341,1
20,0
15141,1
4525,0
12232,1
4045,0
9425,0
12653,1
9039,0
14489,1
10274,1
13876,1
1283,0
15879,1
11430,1
11692,1
3195,0
9395,0
4668,0
12942,1
5286,0
10699,1
10757,1
10322,1
15642,1
12644,1
8562,1
12727,1
10111,1
8160,0
11353,1
9659,0
4234,0
15398,1
9768,1
6710,0
6813,0
7183,0
5690,0
10762,1
14600,1
1446,0
7181,1
4243,1
9497,0
10494,1
12446,1
15603,1
12242,1
8969,0
495,0
1850,0
10141,1
7449,0
15838,1
6536,0
11032,1
5365,0
7450,0
9714,0
11489,1
6608,0
11360,1
14215,1
8916,0
14036,1
7271,0
10378,1
13170,1
1561,0
8289,0
11046,1
1990,0
7595,0
5052,0
497,0
1467,0
5060,0
7244,0
13955,1
2892,0
6698,0
12598,1
12113,1
1883,0
2964,0
2412,0
5665,0
8084,0
11128,1
7071,0
11524,1
8098,1
2103,0
1906,0
1735,0
822,0
3784,0
5413,0
12583,1
654,0
9277,0
6625,0
15589,1
4514,0
627,0
14562,1
3434,0
6263,0
7718,1
476,0
487,1
11753,1
12786,1
4014,1
4517,0
13478,1
9242,0
5168,0
14628,1
4057,0
1218,1
2507,0
1875,0
4612,1
13255,1
12631,1
15378,1
9599,0
7086,0
183,0
8005,0
661,0
12912,1
15915,1
2119,0
4461,0
14125,1
6555,0
10803,1
12774,1
10553,1
13943,1
14540,1
15073,1
12253,1
7750,0
2370,0
5627,0
463,1
4220,1
6152,0
1826,0
6832,0
11559,1
1374,0
2660,0
6842,0
14025,1
12996,1
5636,0
2549,1
9991,1
15371,1
12223,1
2676,1
3978,0
1731,0
13492,1
10422,1
3855,0
8696,0
12610,1
13358,1
13300,1
7783,1
2396,0
5589,1
4311,1
9265,1
7041,0
15737,1
12917,1
4038,1
7712,0
12342,1
12058,1
12543,1
11337,1
14073,1
4973,0
15740,1
8826,0
9266,0
7724,1
15167,1
13670,1
6327,0
5537,0
15228,1
4524,0
13002,1
6665,0
3790,1
1248,0
9496,0
8745,0
6819,0
7463,0
1315,0
5058,0
10536,1
604,0
10565,1
2079,0
3886,0
11095,1
12088,1
8804,0
9927,0
12221,1
4656,0
7393,0
15034,1
14551,1
3656,1
2622,0
9541,0
897,0
9969,0
15618,1
13442,1
12821,1
13879,1
13211,1
7779,0
14686,1
7922,0
6058,1
1654,0
14415,1
3320,0
13732,1
8469,0
152,0
7013,0
11139,1
4040,0
3305,0
2847,1
187,0
6883,0
394,0
10866,1
2422,0
7210,0
1022,0
5986,1
3543,1
10987,1
13738,1
12339,1
13377,1
9761,0
9871,0
998,0
10765,1
15918,1
8768,1
11548,1
11003,1
7228,1
5355,0
1766,0
10566,1
15130,1
8364,1
8647,0
748,0
9929,0
13545,1
8100,0
3181,0
8425,0
8499,0
13531,1
9143,0
5811,0
11706,1
567,0
4482,0
12156,1
10221,1
10341,1
13231,1
8058,0
12896,1
913,0
9961,0
8905,0
1922,1
1659,0
3562,1
14422,1
7674,0
2057,0
2011,0
13299,1
13851,1
3507,0
1179,0
12039,1
6217,0
11969,1
3770,0
13244,1
7315,0
1388,1
13414,1
12147,1
7231,0
14943,1
5103,1
14503,1
12308,1
88,1
5004,1
2584,0
10350,1
763,0
7602,0
7661,1
11832,1
2552,0
8367,0
14532,1
6944,0
6602,0
14295,1
9195,1
2313,0
2126,0
5217,0
14353,1
75,0
5047,0
6510,1
12428,1
13342,1
4836,0
1706,0
2426,0
6150,1
4450,0
8101,1
15281,1
4790,0
15771,1
9341,0
4710,0
3534,0
10678,1
4110,0
10044,1
15327,1
346,0
5498,0
636,0
12979,1
11647,1
13696,1
6220,0
10650,1
4382,0
4977,0
6178,0
6785,0
4084,0
9728,1
11617,1
14705,1
13979,1
1995,0
4304,0
13599,1
10146,1
9066,0
4505,0
2486,0
9487,0
14227,1
4928,0
4877,0
11716,1
2765,0
8464,0
10995,1
422,1
12718,1
15059,1
13538,1
2508,0
10215,1
3123,0
15696,1
7485,0
3009,0
411,0
432,0
8090,0
864,0
4964,1
6371,0
239,0
3275,0
5092,1
29,0
15138,1
10682,1
7616,0
5036,0
9447,1
12360,1
3666,0
15516,1
7448,1
4585,0
2433,0
9364,0
7899,0
14392,1
8149,0
13470,1
3746,1
10099,1
2022,0
14396,1
3857,0
10724,1
4495,0
15075,1
5983,0
6839,0
8024,0
7289,0
6547,0
6221,1
11852,1
14727,1
12795,1
10338,1
7812,0
15231,1
1887,0
15119,1
6973,0
9349,0
7007,0
10641,1
15506,1
7028,0
10025,1
4952,0
14168,1
10633,1
6972,1
1790,0
3264,0
959,0
41,1
9942,0
2882,0
10225,1
3617,1
2968,0
5979,0
5707,0
9837,0
6817,1
1321,0
13167,1
12548,1
10375,1
15529,1
12269,1
10377,1
6122,1
3408,0
8628,0
294,0
6598,0
13064,1
11769,1
8381,0
11382,1
11783,1
8800,0
6967,0
15369,1
3021,0
9995,0
12408,1
14416,1
3194,0
2344,1
7934,0
11346,1
2747,0
12838,1
9019,0
1796,0
5256,1
7144,1
4821,0
3138,1
12067,1
6290,0
13501,1
2516,0
4249,0
12887,1
6816,1
5126,0
5198,0
177,0
8637,0
11459,1
15897,1
14132,1
13508,1
7604,1
10114,1
10004,1
14336,1
4616,0
8620,0
3693,1
12044,1
5754,0
1550,0
9533,1
4144,0
4614,0
6123,0
5860,0
951,0
1307,0
12166,1
5041,0
10404,1
15488,1
10012,1
8230,0
12532,1
14048,1
1537,0
2876,0
9529,0
232,0
11477,1
15831,1
11917,1
11655,1
4252,0
5080,0
9005,0
14345,1
4106,0
7938,0
10563,1
1265,1
1789,0
12546,1
8008,0
1472,0
4577,0
1672,0
1784,0
7919,0
1206,0
10323,1
10365,1
15535,1
14778,1
6447,0
809,0
13437,1
2121,0
831,0
13090,1
2094,0
644,1
11342,1
8868,0
6773,0
4152,0
13626,1
14696,1
245,1
2764,0
10844,1
12301,1
4909,0
179,1
12793,1
2726,0
12194,1
13284,1
12464,1
9752,0
7670,0
8198,1
1195,0
13063,1
544,1
5420,0
14770,1
5415,0
4769,0
6094,0
14512,1
7442,0
15232,1
9021,0
13920,1
2325,0
6167,0
798,0
11405,1
1183,0
9658,0
12789,1
3758,1
10915,1
403,0
14362,1
12823,1
334,0
7537,0
5632,1
9914,0
1515,0
808,0
11715,1
745,0
3853,0
6309,0
9082,0
17,0
9905,1
3008,0
3595,0
134,0
3398,0
8858,0
11651,1
13669,1
6800,0
9735,1
642,0
12874,1
14612,1
5981,0
12059,1
3111,0
13227,1
4129,1
12555,1
3741,1
4279,0
4169,0
4624,1
2984,0
2291,0
15374,1
6904,0
2398,0
4608,1
11251,1
9860,0
3247,0
15717,1
12946,1
7322,1
14979,1
9322,0
7253,1
9824,0
15668,1
4202,0
910,0
1864,0
2523,0
13157,1
9719,1
2782,0
5847,1
6483,0
11093,1
4839,1
2190,1
14419,1
4555,1
1430,0
15900,1
4697,1
7862,0
12522,1
3359,0
5903,1
14167,1
981,0
13036,1
10528,1
8582,0
6322,0
5938,0
4900,0
7211,0
6500,0
2316,1
2078,1
6543,0
14081,1
11017,1
2521,0
11,0
7226,0
9217,0
6032,0
1894,0
4025,0
15137,1
5658,1
3989,0
12562,1
12536,1
14947,1
9478,1
1062,1
2567,0
13884,1
10890,1
1757,1
6812,1
8935,1
12289,1
4021,1
1504,0
255,0
741,0
3621,0
11185,1
4572,0
12605,1
11867,1
15134,1
13092,1
5444,0
1399,0
10946,1
11384,1
9722,0
8087,0
15315,1
5533,0
1881,0
3939,0
11292,1
11642,1
8478,0
9737,0
11998,1
9917,1
8538,0
7042,0
102,0
6302,0
1317,1
5470,0
3861,1
955,0
2757,1
4019,0
14652,1
7274,0
5022,0
2562,0
13351,1
14022,1
2249,0
2074,1
11494,1
10513,1
13515,1
5262,0
10716,1
14449,1
11047,1
14552,1
14178,1
15047,1
3418,0
13108,1
14746,1
10087,1
867,1
10871,1
4060,0
7855,0
14289,1
7517,1
10412,1
3160,0
2231,0
12015,1
5737,0
2619,1
7959,0
11888,1
1330,0
13639,1
7523,0
5097,0
3600,1
12770,1
6088,0
6870,0
14837,1
552,0
6787,0
15219,1
8337,0
9076,0
2555,0
4998,0
1808,0
4582,0
9288,0
10692,1
10355,1
8607,0
14450,1
6672,0
5459,0
6493,0
78,0
2302,0
12932,1
12471,1
13079,1
11062,1
10600,1
9475,0
13862,1
12060,1
5651,0
14154,1
12921,1
9862,0
1634,0
3594,0
4097,0
6437,0
8442,0
4561,0
12426,1
5677,0
14907,1
2000,0
63,0
1424,1
8690,0
3017,0
3137,1
11933,1
3254,1
8523,1
11508,1
9933,0
2612,0
10053,1
10730,1
12813,1
1153,1
6721,0
7734,0
10108,1
15782,1
13760,1
11264,1
4961,0
11562,1
11963,1
5957,0
14243,1
2206,0
9625,1
9764,0
10077,1
8719,0
12767,1
6649,0
10584,1
10468,1
3093,0
2690,0
4844,0
6009,0
7880,0
10302,1
12485,1
8552,0
6764,0
8701,0
4296,0
9467,0
13726,1
840,1
1520,1
7461,0
5258,0
9994,0
8410,0
6325,1
1660,0
9816,0
2620,0
8837,1
3187,0
1241,0
13396,1
5791,1
11482,1
7179,0
7691,0
5796,0
8981,0
15193,1
11678,1
459,0
8731,0
8817,0
8179,0
14951,1
13663,1
12271,1
8208,0
6459,0
4663,0
14318,1
6745,0
15923,1
7749,1
12278,1
7453,1
15647,1
6586,0
15107,1
11485,1
14267,1
9770,1
2343,0
2229,0
10924,1
12174,1
976,1
15255,1
11466,1
3911,0
8614,0
14131,1
4309,1
4195,1
5077,0
969,0
10444,1
6037,0
3777,0
1105,0
1716,0
15056,1
5769,0
2988,1
15385,1
11001,1
938,0
7074,0
3774,1
2548,1
11039,1
12611,1
14892,1
15364,1
3484,0
10859,1
2682,0
9766,0
7772,1
4816,0
1930,0
9459,0
6576,0
1336,0
10837,1
15273,1
2623,0
3184,1
3417,0
2443,0
2833,0
9262,0
12222,1
2760,0
2016,0
4120,0
11408,1
12818,1
276,1
159,0
712,0
15260,1
10334,1
9844,0
1162,0
2262,1
181,0
10085,1
13729,1
293,1
6908,0
1505,1
12895,1
13019,1
14067,1
5096,0
15006,1
6646,0
15246,1
15140,1
10253,1
10252,1
12327,1
1027,0
190,1
6551,0
8558,0
1913,0
2509,1
2820,0
12234,1
973,0
841,0
575,0
10162,1
13425,1
4046,0
13332,1
11901,1
10346,1
4100,0
12198,1
12540,1
3961,0
14730,1
11817,1
7893,0
10226,1
7039,0
8191,0
2322,0
12318,1
12751,1
15889,1
10556,1
1023,0
11414,1
11403,1
1452,1
9439,0
8694,0
14417,1
12544,1
8878,1
12730,1
6362,0
4083,0
2390,0
3411,0
638,0
6315,1
12623,1
15280,1
5395,0
11634,1
11895,1
11791,1
8661,0
4748,1
14925,1
3938,1
7829,0
12458,1
9131,0
6666,0
11054,1
12712,1
8056,1
9014,0
598,1
1527,0
6005,0
6448,0
10403,1
10383,1
8161,0
5785,0
4810,0
10204,1
2467,0
7001,0
11014,1
2416,0
10588,1
1081,0
4317,0
14145,1
11066,1
14112,1
5174,0
3243,0
14582,1
14854,1
4716,0
4620,0
15732,1
3301,0
2440,0
6407,1
8971,0
4850,1
13684,1
4891,0
5012,0
11423,1
839,0
12545,1
12515,1
1833,1
8226,0
11842,1
15139,1
1001,0
14909,1
12539,1
13695,1
3352,0
10554,1
6638,0
4568,0
7235,0
10831,1
6827,1
4754,1
414,0
2052,0
6889,0
10777,1
12941,1
2821,0
8145,0
13368,1
11447,1
8640,0
3386,0
1033,0
5994,0
10325,1
4873,0
5798,0
13917,1
14360,1
2246,0
13346,1
12417,1
11570,1
8912,0
626,0
9472,0
2875,0
724,0
7421,0
13781,1
12937,1
2816,0
13514,1
14505,1
315,0
11919,1
11513,1
4605,0
5772,0
12547,1
4455,0
5240,0
12852,1
2480,0
11440,1
1174,1
3134,0
9151,0
5906,0
12216,1
12617,1
4985,0
10648,1
165,0
707,0
2303,0
10360,1
5070,0
5167,1
14197,1
5950,1
3047,0
6360,0
8958,0
4199,0
7292,0
4191,0
2666,0
14890,1
5348,1
4968,0
11907,1
3987,0
10122,1
11977,1
7239,1
12766,1
7287,0
1797,1
12207,1
5817,0
11268,1
10918,1
14454,1
11928,1
5805,0
4719,1
14064,1
10638,1
9214,1
2164,0
11331,1
7470,0
11727,1
4541,0
13773,1
13667,1
14337,1
15641,1
3691,0
10582,1
5351,0
12509,1
2618,0
11954,1
5354,0
8934,0
1203,0
1681,0
2684,0
7558,1
4263,0
15170,1
1056,0
7478,0
11404,1
10081,1
793,0
11240,1
15300,1
10561,1
13388,1
8424,1
14495,1
4823,0
5005,0
4689,1
12486,1
9154,0
12603,1
14127,1
7916,0
4099,0
9613,1
5639,0
6524,1
10767,1
8581,0
6537,0
13445,1
10969,1
14008,1
3026,0
14867,1
12825,1
13055,1
1714,0
5733,1
5999,0
728,0
4946,1
6872,0
4438,0
7972,0
15911,1
2093,0
9046,0
15465,1
7943,1
8835,0
2058,0
7818,0
11755,1
7443,0
11613,1
11734,1
8307,0
3473,1
4817,0
1683,0
1087,0
6983,0
14543,1
326,0
15882,1
14004,1
8488,1
12041,1
13632,1
13521,1
11778,1
7826,1
6388,1
3879,1
11623,1
5196,0
11741,1
1800,0
8510,1
15401,1
9328,0
6283,0
9362,0
2148,0
10934,1
726,0
4530,0
12798,1
3493,0
8333,0
12246,1
9144,0
639,0
8962,0
13136,1
7295,0
8186,1
5290,1
2010,0
15367,1
13071,1
14386,1
6188,1
11516,1
7251,0
11885,1
8838,1
9258,0
12899,1
15811,1
4884,1
6913,1
2963,0
11596,1
6617,0
6853,0
9177,0
12551,1
2617,1
8825,1
15830,1
15904,1
6158,0
15449,1
11136,1
7603,1
9225,0
3424,0
14859,1
1052,0
3923,0
4872,0
8023,0
6042,0
4451,0
15008,1
9762,0
7985,0
8650,0
14059,1
8267,0
14231,1
7903,0
7196,0
2327,0
10876,1
12076,1
10609,1
1929,0
3239,0
5606,1
4963,0
6082,0
13260,1
13710,1
12824,1
4649,0
1347,0
4859,0
5622,0
141,0
3512,0
6242,0
1492,1
9589,0
11760,1
3458,0
4018,0
9600,1
10970,1
963,1
5876,0
11176,1
7605,0
3743,1
3455,0
611,0
522,0
12965,1
1262,0
5770,0
10123,1
4351,0
1221,0
10472,1
4855,0
6068,0
11321,1
11332,1
80,0
15703,1
10907,1
6421,0
8079,0
9239,0
8702,0
9609,0
1506,0
4239,0
5245,0
12666,1
6227,0
15473,1
9139,0
9480,0
426,0
70,1
10782,1
7794,0
1129,1
9935,0
1108,0
11228,1
15145,1
7361,1
9815,0
3223,0
1207,0
10919,1
12580,1
5686,1
2067,0
199,0
12365,1
13253,1
1196,0
9520,0
14273,1
14379,1
900,1
13304,1
15038,1
13573,1
14418,1
11481,1
12529,1
14077,1
475,1
15279,1
7907,0
12723,1
12881,1
15636,1
1858,0
13274,1
8668,0
1299,0
9500,0
2007,1
14818,1
3643,0
3922,0
1158,1
14257,1
15637,1
848,0
6245,0
386,0
9940,0
3173,0
8940,0
12588,1
5974,0
6535,0
3679,0
7369,0
12398,1
2274,1
2591,0
10357,1
2201,0
7652,0
10539,1
11193,1
7958,0
2699,0
51,0
8841,0
5951,0
3964,1
7757,0
1613,0
13316,1
8103,1
3513,0
14765,1
14029,1
7776,0
10088,1
7542,0
9641,0
14991,1
14126,1
1876,1
2775,1
11538,1
6916,0
6031,0
7574,0
10817,1
5179,0
2719,1
5487,0
11075,1
8770,0
13771,1
13204,1
4387,0
729,1
10398,1
7286,0
6593,0
13379,1
12869,1
3311,0
13459,1
10753,1
10163,1
812,0
13568,1
9075,1
11872,1
12676,1
12314,1
6783,0
14590,1
2049,1
7905,0
621,0
15054,1
13011,1
10078,1
1710,0
13186,1
14561,1
11673,1
9535,0
11355,1
8888,0
14265,1
14069,1
9603,0
9980,0
14367,1
7898,0
15027,1
12945,1
11838,1
2648,0
8203,0
13916,1
409,0
9848,0
2204,0
1807,1
8014,0
2163,0
10865,1
8262,0
1390,0
3010,1
242,0
5713,0
5893,0
161,0
11527,1
861,1
7359,0
13020,1
4069,0
15521,1
3304,0
3805,0
11299,1
2027,1
9103,0
6690,0
6124,0
12807,1
9300,0
8924,0
3882,0
686,0
13044,1
8737,0
11585,1
5803,0
10106,1
12586,1
3054,0
5425,0
14369,1
8654,0
2889,0
2243,1
13402,1
2463,0
4826,0
8486,1
7088,1
2369,1
15523,1
6583,0
6191,0
12993,1
8353,1
14366,1
14105,1
667,0
9712,0
12165,1
13580,1
11212,1
5756,0
11011,1
925,0
7955,0
3391,0
15685,1
5458,0
10409,1
15842,1
5464,0
14390,1
14719,1
579,0
8974,0
8873,0
11222,1
4531,0
15609,1
8798,0
5452,1
7762,0
13976,1
13068,1
11467,1
15743,1
13252,1
4067,0
13848,1
82,0
830,0
11223,1
11288,1
6145,0
10273,1
13056,1
14264,1
4554,0
11948,1
13784,1
4479,0
7258,1
13820,1
13830,1
5787,0
8426,0
6405,0
13122,1
1621,1
957,0
5014,0
1722,0
15547,1
14307,1
15526,1
1696,0
643,1
15710,1
13336,1
13795,1
11787,1
3826,0
1856,1
9088,1
13196,1
6975,0
12735,1
4658,0
15528,1
4718,0
13791,1
11497,1
1372,0
774,1
2425,0
13331,1
11693,1
4406,0
1569,1
7611,0
13053,1
38,0
224,1
9043,0
4321,0
5283,0
10262,1
13806,1
1379,0
15513,1
11166,1
6366,0
1071,0
15616,1
1237,0
2004,0
12985,1
15520,1
15317,1
1830,0
6677,0
5367,0
13890,1
5583,0
9340,0
1215,1
14597,1
10330,1
5075,0
640,1
1486,0
5800,0
15036,1
15756,1
1182,1
9932,0
7673,0
9313,0
2096,0
7293,0
15656,1
10713,1
4911,1
5081,0
14441,1
3485,1
15360,1
14939,1
12576,1
5273,0
8945,0
7509,0
11889,1
8527,0
1647,0
1758,0
7910,0
14904,1
12983,1
15708,1
6695,0
8629,0
9289,0
2952,0
11641,1
2834,0
453,0
1331,0
9152,0
11551,1
13096,1
9054,0
3483,0
2151,1
4463,1
2153,1
4720,0
11023,1
664,0
11087,1
3157,0
5468,0
400,0
13765,1
10955,1
10807,1
13736,1
4908,1
1170,0
5078,0
3827,1
9972,0
15136,1
1815,0
8836,0
8658,0
14380,1
13602,1
5383,0
13982,1
5886,0
15247,1
8245,0
8417,0
13733,1
11351,1
7982,0
8503,0
6156,0
4603,0
14281,1
9353,0
3451,0
5263,0
12784,1
10,0
9346,0
6688,0
12491,1
7867,0
12284,1
5250,0
15230,1
13249,1
233,0
6809,0
10529,1
7275,0
11091,1
7243,0
10594,1
882,0
6235,0
13655,1
7227,1
9931,0
13097,1
2219,0
14312,1
10465,1
12505,1
4409,1
8236,0
3566,0
5132,0
13831,1
12022,1
8167,0
10858,1
14007,1
6025,0
7892,0
11694,1
9318,0
7090,0
15542,1
6584,0
5519,1
11700,1
6568,0
12238,1
8729,0
120,0
10851,1
13192,1
6180,0
3650,0
1332,0
7084,1
11679,1
14826,1
14298,1
7539,0
8752,0
11686,1
13330,1
11899,1
8671,1
7896,0
9473,1
10400,1
5339,1
15370,1
15194,1
14042,1
10697,1
1475,0
4400,1
8241,0
6109,1
2428,0
3627,0
6118,0
4750,0
1437,0
8840,0
13894,1
9040,0
7834,1
7122,0
15584,1
6207,0
14848,1
13658,1
5765,0
2447,0
4408,0
290,0
5721,1
4,0
7079,0
1846,0
13901,1
759,0
4777,0
8870,1
7493,0
11913,1
15741,1
6335,0
3326,1
289,0
6241,0
9964,0
4223,1
7000,0
9894,0
813,1
9863,1
9129,1
12763,1
10051,1
786,0
12375,1
7843,1
12692,1
11738,1
11462,1
13962,1
4562,0
8943,0
5828,0
477,0
423,0
14689,1
12322,1
4443,0
7378,0
1627,0
1474,0
9390,0
3335,0
744,0
4903,0
6885,0
2142,0
14918,1
3549,1
9142,0
2631,0
13408,1
2642,0
15552,1
11152,1
1963,0
15243,1
1339,0
13965,1
2435,0
14096,1
10747,1
9097,0
11358,1
10435,1
3742,0
770,1
15871,1
4567,0
3453,0
12832,1
9919,0
2659,1
10681,1
6091,0
5820,0
1412,0
12883,1
8528,0
14393,1
12889,1
13704,1
13489,1
15087,1
9008,1
9841,0
11687,1
375,0
7064,0
5381,0
1030,0
2212,0
1498,0
10035,1
9711,0
3016,0
3578,1
8921,0
11325,1
10070,1
11943,1
14255,1
2220,0
7483,1
95,0
12120,1
10999,1
1036,0
9566,1
6683,0
3030,0
9616,0
4888,0
6355,0
2861,0
11468,1
13909,1
8119,1
11582,1
13456,1
8441,0
545,0
9667,0
5647,0
1982,0
3924,0
14294,1
11471,1
4848,0
2652,0
10183,1
13434,1
6291,0
1308,0
5139,1
1085,1
11137,1
7828,0
4385,0
13935,1
803,0
12089,1
3579,0
5747,0
1933,0
2895,0
15444,1
2585,0
13675,1
14480,1
8409,0
7624,0
7515,0
13681,1
9491,0
14559,1
15048,1
5034,0
8175,0
5625,0
952,0
7003,1
3675,0
13823,1
12637,1
14808,1
7808,1
7741,0
4186,0
3614,0
15329,1
11280,1
14400,1
12955,1
10884,1
4270,0
6231,1
11530,1
388,0
5818,0
8484,1
3231,0
2616,0
14162,1
14945,1
14728,1
4326,0
15464,1
7203,0
8660,0
3342,0
14079,1
10251,1
719,0
6588,0
3241,0
430,1
13420,1
12787,1
10659,1
6614,0
15909,1
15223,1
3686,0
15498,1
10195,1
866,0
7669,0
329,0
8578,0
966,0
2365,0
4228,0
2125,0
1530,0
14159,1
1708,0
4669,1
3942,0
15524,1
3768,0
9916,0
14208,1
8154,1
15102,1
11989,1
14256,1
2458,0
14204,1
12693,1
9638,1
4134,0
283,0
8336,1
14492,1
144,1
14731,1
6869,1
13923,1
3319,0
827,0
13985,1
3062,0
480,0
9493,0
12620,1
10968,1
12952,1
15055,1
12929,1
12162,1
9656,0
5749,0
5650,0
10277,1
3903,0
3896,0
6363,0
15493,1
14656,1
4314,0
4103,0
6862,0
14202,1
13743,1
534,0
7585,1
5228,0
9072,0
6758,0
5586,0
7504,1
5360,0
14429,1
11372,1
4665,0
13026,1
7782,0
14002,1
15901,1
11556,1
15115,1
5761,0
12071,1
7635,0
5421,0
10671,1
10490,1
12056,1
13824,1
7148,0
13089,1
3345,0
13106,1
5184,0
9212,0
13421,1
11501,1
1377,0
1450,1
3072,0
2384,0
10518,1
9514,0
7811,0
2448,0
14374,1
1512,0
9883,0
12575,1
6229,0
9831,1
13656,1
1304,0
7703,0
13647,1
2809,0
10493,1
1154,0
1862,1
14544,1
13682,1
6332,0
4209,1
2379,0
2980,0
6431,0
14922,1
2191,1
15556,1
4210,0
4682,0
1651,1
12096,1
15388,1
15203,1
2546,1
7120,0
8686,0
8688,1
11763,1
674,0
4358,0
13532,1
15851,1
10719,1
2589,0
10691,1
895,0
5209,0
591,0
7467,0
8259,0
665,0
3590,0
13185,1
9632,0
15332,1
15003,1
7928,0
11974,1
15262,1
12449,1
10480,1
2107,0
14305,1
14031,1
8222,0
10013,1
14395,1
14932,1
10832,1
350,0
7528,0
14757,1
4271,0
12592,1
5857,1
2476,0
9604,0
2999,0
12938,1
7685,0
5282,0
6456,0
7118,0
15859,1
9499,0
9481,0
197,0
1407,0
10408,1
3877,1
4155,0
5303,0
11648,1
2574,1
8540,0
7474,1
6464,1
13888,1
7535,0
489,0
2577,0
8182,0
5641,0
967,0
1770,1
3486,0
15681,1
12240,1
7069,0
7921,0
13418,1
5378,0
2638,0
6089,0
14900,1
15748,1
4657,0
1123,1
6553,1
12973,1
13772,1
10069,1
13067,1
3680,0
6990,0
4808,0
12849,1
15423,1
5722,0
5137,1
8086,0
2725,0
8264,0
4621,0
7213,1
6219,0
4327,0
14675,1
12011,1
12550,1
13027,1
15214,1
10617,1
11426,1
2063,1
13164,1
1882,0
4113,0
4308,0
205,0
8069,0
8194,0
3519,1
6498,0
12661,1
9910,1
4984,0
10250,1
2076,1
6528,0
12475,1
13561,1
4597,1
1646,1
15186,1
12651,1
8554,1
8691,0
13877,1
10453,1
6330,0
9507,0
12907,1
4023,0
4111,0
3099,0
7488,0
2275,0
12316,1
13114,1
10126,1
6214,0
11822,1
15347,1
10168,1
11837,1
7334,0
3653,0
10043,1
3796,0
3315,0
12788,1
6766,1
847,0
15850,1
12701,1
5461,0
648,0
2009,1
8170,1
6384,0
12707,1
4926,0
8398,1
7937,1
12549,1
7455,1
3535,0
11060,1
5781,0
670,0
9810,0
14744,1
11624,1
4135,0
6365,1
12077,1
9181,0
8596,0
5545,0
4860,0
10102,1
12596,1
12062,1
1373,1
14490,1
9838,1
2306,0
3091,0
4238,0
14045,1
7423,0
15903,1
4550,0
14557,1
15065,1
12709,1
1142,0
8902,0
10665,1
2438,1
292,0
7346,0
11747,1
13367,1
14317,1
14087,1
8608,0
8093,0
11293,1
2908,0
8819,0
6776,0
5963,0
6850,0
11059,1
12868,1
15220,1
5334,0
14622,1
11425,1
8305,1
5010,1
5930,0
681,0
6626,0
3217,0
8339,0
4906,0
2314,0
5969,0
13480,1
13517,1
7596,0
13878,1
15505,1
7406,0
6929,1
2860,0
1480,0
2994,0
97,0
14881,1
15024,1
12923,1
7853,1
4216,0
7429,0
3066,0
71,0
13345,1
11992,1
10147,1
11390,1
14346,1
12736,1
7416,0
10717,1
356,0
5964,0
10738,1
23,0
8458,0
8257,0
15860,1
15004,1
4618,0
9401,1
874,0
5900,0
11301,1
3637,1
10632,1
14872,1
11224,1
13081,1
8815,1
7587,0
11106,1
12121,1
2929,0
12439,1
11547,1
10011,1
5150,0
1293,0
2594,1
13054,1
8420,0
2692,0
1082,1
14739,1
6295,1
4792,0
6495,1
12224,1
11052,1
153,0
11628,1
6065,1
9432,0
8876,1
3145,1
4871,0
13171,1
3169,0
9064,0
6161,0
5175,0
11160,1
1697,0
11726,1
12796,1
13219,1
15736,1
8575,0
2640,0
6848,0
5645,1
14849,1
10466,1
7170,0
6784,0
383,0
5849,0
5968,0
15197,1
5408,0
13340,1
1570,1
6381,0
6684,1
1329,1
11614,1
12757,1
8734,1
5390,1
10595,1
3751,0
1456,0
5048,0
9955,0
5091,0
5213,0
14781,1
1836,0
2810,0
1144,1
13308,1
9203,1
15078,1
14421,1
5657,0
10384,1
7407,0
11990,1
4842,1
14158,1
285,0
11698,1
7533,1
122,0
5332,0
15172,1
7078,0
5738,0
412,0
1282,0
6358,0
7414,0
10589,1
13575,1
2039,0
2934,1
9689,0
10460,1
500,0
10376,1
11768,1
14605,1
15712,1
1391,1
6478,0
5050,0
5329,0
2906,0
13578,1
12827,1
3561,0
4197,1
14611,1
10064,1
6052,0
9342,0
11691,1
6162,0
9121,0
12499,1
6541,0
8227,0
1007,0
12998,1
1053,0
3019,0
11399,1
13616,1
11126,1
15718,1
6237,0
2709,0
3949,0
10893,1
15043,1
4837,0
313,0
5831,1
1949,0
4297,1
14455,1
3121,0
3334,0
10411,1
7499,1
6265,0
1615,0
7914,0
10031,1
8132,0
1,0
12436,1
11012,1
8239,0
8806,0
11878,1
106,0
3646,1
150,0
10888,1
14762,1
2736,0
7610,0
147,0
11677,1
1044,0
1244,0
14877,1
5923,1
7660,0
3985,0
13687,1
15722,1
10233,1
6071,0
13977,1
12082,1
6846,0
11487,1
4497,1
6329,0
10101,1
10161,1
877,0
5318,0
1120,0
15818,1
10311,1
9690,1
6995,0
4402,1
14805,1
9729,0
13571,1
15182,1
10424,1
11289,1
9697,1
658,0
5361,0
1488,1
492,0
15042,1
12705,1
15698,1
6344,0
5880,0
7486,0
9345,0
11983,1
15201,1
2273,0
693,0
7915,1
10449,1
4692,0
249,1
810,0
14223,1
10500,1
871,1
11666,1
