,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male
8647,0.18799999999999994,0.3378378378378379,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.7956741368800719,0.0,0.0,1.0
748,0.7539999999999999,0.27027027027027034,0.2,0.24821627777238162,0.0,1.0,1.0,0.2963743537507832,0.0,1.0,1.0
9929,0.8099999999999999,0.27027027027027034,0.4,0.4427969539345637,0.0,1.0,1.0,0.09876593214651999,1.0,0.0,1.0
13545,0.40598116862827555,0.36486486486486486,0.1837428271764238,0.0,0.0,0.0,0.0,0.9305757307698197,0.0,1.0,0.0
8100,0.626,0.2972972972972973,0.6000000000000001,0.62263602724118,0.0,0.0,1.0,0.1679967436890223,0.0,0.0,1.0
3181,0.45000000000000007,0.25675675675675674,0.9,0.5312613180913415,0.0,1.0,0.0,0.5558706356457042,0.0,1.0,0.0
8425,0.8099999999999999,0.14864864864864863,0.9,0.4664678395917642,0.0,1.0,1.0,0.10926348466278528,0.0,0.0,1.0
8499,0.29599999999999993,0.22972972972972977,0.2,0.4861261000432487,0.3333333333333333,0.0,1.0,0.9417472868658956,1.0,0.0,1.0
13531,0.31178153707659073,0.5265060502621401,0.5980723859699189,0.0,0.3333333333333333,0.0,1.0,0.971487567204083,0.0,0.0,0.0
9143,0.652,0.21621621621621623,0.8,0.4000012116473266,0.0,0.0,0.0,0.2301554798483255,0.0,0.0,0.0
5811,0.374,0.27027027027027034,0.6000000000000001,0.5651170162355561,0.0,0.0,1.0,0.7390003745357682,0.0,1.0,0.0
11706,0.8863089306711527,0.2830011338336159,0.5,0.5276002916412604,0.6666666666666667,1.0,0.0,0.4504151812507202,1.0,0.0,0.0
567,0.674,0.6081081081081081,0.1,0.5488908265503337,0.0,1.0,1.0,0.18965391194859105,0.0,1.0,0.0
4482,0.606,0.3243243243243243,0.1,0.0,0.3333333333333333,1.0,1.0,0.028786449105889608,0.0,0.0,0.0
12156,0.5649552011809339,0.48669536765029003,0.3558990490249213,0.0,0.0,0.0,0.0,0.45113713805183064,0.0,0.0,0.0
10221,0.6133303875998674,0.4430669189762516,0.0,0.5474173034897128,0.0,1.0,0.0,0.7087251628980331,0.0,1.0,1.0
10341,0.27254542231908235,0.19931374130496682,0.20940436787871705,0.8274202677244612,0.0,0.0,0.0,0.25392983270276037,0.0,0.0,0.0
13231,0.5400147130872879,0.3787350749045654,0.27434011142655396,0.0,0.0,1.0,0.0,0.2511211563489322,0.0,1.0,0.0
8058,0.2679999999999999,0.4324324324324324,0.2,0.36033817555167524,0.3333333333333333,0.0,0.0,0.24081794811404486,0.0,0.0,0.0
12896,0.521383762517204,0.25788117939207045,0.10138678791688689,0.15464127547419879,0.0,1.0,1.0,0.8909141010655287,0.0,0.0,1.0
913,0.8119999999999999,0.12162162162162166,0.1,0.5257074695148138,0.0,1.0,0.0,0.46649810056860425,1.0,0.0,1.0
9961,0.44600000000000006,0.35135135135135137,0.9,0.0,0.3333333333333333,1.0,0.0,0.5356141011466594,0.0,1.0,1.0
8905,0.41400000000000003,0.24324324324324326,0.30000000000000004,0.0,0.0,0.0,1.0,0.7204009982953371,0.0,0.0,1.0
1922,0.5499999999999999,0.24324324324324326,0.9,0.4326304755847285,0.6666666666666667,1.0,0.0,0.6690448437825811,0.0,0.0,1.0
1659,0.66,0.1756756756756757,0.9,0.4775873343635259,0.3333333333333333,1.0,1.0,0.5056868930982908,0.0,1.0,0.0
3562,0.2899999999999999,0.21621621621621623,0.9,0.4669637780024552,0.0,1.0,1.0,0.5803437228255298,1.0,0.0,0.0
14422,0.8040607207360873,0.31902540862359313,0.9,0.5235900573114083,0.0,1.0,1.0,0.32179602043279903,0.0,0.0,0.0
7674,0.63,0.13513513513513514,0.8,0.5472350546789736,0.0,1.0,0.0,0.4508593070638246,0.0,0.0,1.0
2057,0.7859999999999999,0.1891891891891892,0.9,0.0,0.3333333333333333,1.0,0.0,0.8762896856649809,0.0,0.0,1.0
2011,0.44000000000000006,0.1891891891891892,0.9,0.4676701205656847,0.3333333333333333,0.0,1.0,0.31402663954407645,0.0,0.0,1.0
13299,0.55159001525816,0.2712596156897684,0.6992678843895714,0.561683417141406,0.0,1.0,0.0,0.2631338437214893,0.0,0.0,1.0
13851,0.9076129565251182,0.49009816181174537,0.8585251552674351,0.10923299291609943,0.3333333333333333,0.0,0.0,0.5382923100122023,0.0,1.0,0.0
3507,0.822,0.24324324324324326,0.9,0.5087241596777401,0.0,1.0,1.0,0.4052954557160208,0.0,0.0,1.0
1179,0.914,0.1756756756756757,0.1,0.37250371256313675,0.3333333333333333,0.0,0.0,0.863938056084356,1.0,0.0,0.0
12039,0.7470692677162725,0.6554054054054055,0.8231024409457582,0.0,0.0,1.0,1.0,0.899310486772134,0.0,1.0,1.0
6217,0.686,0.1756756756756757,0.2,0.0,0.3333333333333333,1.0,1.0,0.5387901044549754,0.0,0.0,1.0
11969,0.7950106012137017,0.3870258809498701,0.1,0.43023800281132013,0.0,0.0,0.0,0.36129105784419624,1.0,0.0,0.0
3770,0.254,0.12162162162162166,0.1,0.5123792692084663,0.0,1.0,1.0,0.6658716407416908,0.0,0.0,1.0
13244,0.5461416983135412,0.3580078179366888,0.7309716947743115,0.0770861902273485,0.6666666666666667,1.0,1.0,0.5866039739785908,0.0,0.0,0.0
7315,0.30399999999999994,0.2027027027027027,0.6000000000000001,0.4991714763552007,0.3333333333333333,1.0,1.0,0.7936982481827014,1.0,0.0,0.0
1388,0.5599999999999999,0.2972972972972973,0.0,0.4728337310180401,0.0,0.0,1.0,0.3001330627074886,0.0,0.0,0.0
13414,0.6562652503319262,0.15538317666248316,0.2909389986722954,0.3482828214987982,0.0,0.0,0.0,0.4408852994634518,0.0,0.0,0.0
12147,0.5274294617188116,0.30481446966029707,0.3301791644246281,0.14018469159731217,0.8333333333333333,0.0,0.0,0.18375228493980966,0.0,0.0,1.0
7231,0.41000000000000003,0.2972972972972973,1.0,0.5577171990428464,0.0,1.0,1.0,0.5285930306344255,0.0,0.0,1.0
14943,0.8645932272115388,0.41748379754081677,1.0,0.46777622022451054,0.0,0.0,0.0,0.23810724320425325,1.0,0.0,0.0
5103,0.866,0.5405405405405406,0.30000000000000004,0.5083310917193511,0.0,1.0,1.0,0.4829401707863101,1.0,0.0,0.0
14503,0.6806703877024066,0.42399406283760877,0.25022425999322057,0.4894409323810731,0.3333333333333333,1.0,1.0,0.6558605338051804,0.0,1.0,0.0
12308,0.5995681760034342,0.370148302394054,0.2658432231834287,0.5447289143609956,0.0,1.0,1.0,0.732018835598685,0.0,0.0,0.0
88,0.592,0.37837837837837845,0.4,0.0,0.6666666666666667,1.0,0.0,0.4662437262758593,0.0,0.0,0.0
5004,0.30399999999999994,0.527027027027027,0.30000000000000004,0.40440845922740987,0.0,1.0,0.0,0.217804450325006,1.0,0.0,0.0
2584,0.7959999999999999,0.2972972972972973,0.0,0.0,0.0,0.0,0.0,0.3020547462282648,0.0,0.0,1.0
10350,0.5678701324617442,0.2665262738224783,0.9,0.5355699785577565,0.0,1.0,1.0,0.5962221867103205,1.0,0.0,0.0
763,0.7839999999999999,0.040540540540540515,0.1,0.45553347974869,0.0,1.0,0.0,0.1575591468985288,1.0,0.0,0.0
7602,0.682,0.14864864864864863,0.9,0.4644771508623282,0.0,1.0,0.0,0.25990687110619065,0.0,0.0,0.0
7661,0.5239999999999999,0.35135135135135137,0.2,0.45900461019850736,0.0,1.0,1.0,0.4883763399404643,1.0,0.0,1.0
11832,0.6388036250339711,0.44982743483163723,0.6736496950390948,0.7561838687836548,0.0,1.0,0.0,0.927770176436505,0.0,1.0,0.0
2552,0.4979999999999999,0.37837837837837845,0.7000000000000001,0.3258009656430625,0.3333333333333333,1.0,0.0,0.4163929155234325,0.0,1.0,0.0
8367,0.29799999999999993,0.5675675675675675,0.7000000000000001,0.3067444634592476,0.3333333333333333,1.0,1.0,0.4182013882325762,0.0,0.0,1.0
14532,0.6660203035953117,0.5185571594444542,0.7000000000000001,0.5342590991777177,0.0,0.0,0.0,0.8626607248510345,0.0,0.0,1.0
6944,0.9999999999999999,0.24324324324324326,0.7000000000000001,0.4097309788209229,0.0,1.0,1.0,0.4367459592391073,1.0,0.0,1.0
6602,0.822,0.27027027027027034,0.1,0.4803947690474647,0.3333333333333333,1.0,0.0,0.5469674353900797,1.0,0.0,0.0
14295,0.4312419723705206,0.29665707125888574,0.8218950690736984,0.46695881661283706,0.5364917817894973,1.0,1.0,0.8791225291611264,0.0,0.0,1.0
9195,0.358,0.14864864864864863,0.4,0.5410937962899598,0.0,0.0,0.0,0.564064918199688,1.0,0.0,1.0
2313,0.4939999999999999,0.2972972972972973,0.9,0.425495506960615,0.3333333333333333,1.0,0.0,0.7558539840554772,1.0,0.0,0.0
2126,0.88,0.2972972972972973,0.9,0.0,0.3333333333333333,1.0,1.0,0.35301131258035146,0.0,0.0,0.0
5217,0.7479999999999999,0.13513513513513514,0.5,0.38905086921945087,0.0,1.0,1.0,0.48247887673272793,0.0,0.0,1.0
14353,0.611980533938907,0.5633871399241493,0.6859923723013289,0.48171945469543753,0.0,1.0,1.0,0.16531183703578858,1.0,0.0,1.0
75,0.7699999999999999,0.040540540540540515,0.1,0.7123138721382855,0.3333333333333333,1.0,0.0,0.11189278576104017,0.0,0.0,0.0
5047,0.242,0.10810810810810811,0.8,0.0,0.3333333333333333,1.0,1.0,0.8983072383412615,0.0,1.0,1.0
6510,0.5379999999999999,0.37837837837837845,0.8,0.24870846964199692,0.0,1.0,1.0,0.6624973184939162,0.0,1.0,1.0
12428,0.41466692742713124,0.4364391771620399,0.7814785841429865,0.5779036988066322,0.3333333333333333,1.0,0.0,0.6004537256640236,0.0,0.0,1.0
13342,0.716895300642194,0.283535508472521,0.6000000000000001,0.5057193255758449,0.0,1.0,1.0,0.5582710718809516,1.0,0.0,1.0
4836,0.5179999999999999,0.10810810810810811,1.0,0.503759036188757,0.0,0.0,1.0,0.21822039004724947,0.0,0.0,1.0
1706,0.7379999999999999,0.27027027027027034,0.0,0.0,0.0,1.0,0.0,0.6343850337707251,0.0,1.0,1.0
2426,0.886,0.3108108108108108,0.30000000000000004,0.5651954544572261,0.0,1.0,0.0,0.5145970940224791,0.0,0.0,0.0
6150,0.564,0.3108108108108108,0.8,0.5069999536465185,0.8333333333333333,1.0,0.0,0.4693612740016671,1.0,0.0,1.0
4450,0.566,0.5540540540540542,0.2,0.41449793420109343,0.0,1.0,1.0,0.5157869076496805,0.0,0.0,1.0
8101,0.46199999999999986,0.3378378378378379,0.5,0.3717029890502555,0.6666666666666667,1.0,0.0,0.705187695424913,1.0,0.0,0.0
15281,0.47828559135527815,0.29440156037483395,0.6857138129049165,0.2892835457113794,0.0,0.0,0.0,0.35754289413411944,0.0,1.0,1.0
4790,0.5419999999999999,0.21621621621621623,0.8,0.0,0.0,0.0,0.0,0.2398282535982186,0.0,1.0,1.0
15771,0.6203102319030743,0.37925949612972293,0.4,0.5971019362601987,0.0,1.0,0.0,0.6310380591631385,0.0,0.0,1.0
9341,0.608,0.14864864864864863,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.7459340867052803,0.0,0.0,1.0
4710,0.46999999999999986,0.2972972972972973,0.30000000000000004,0.6467207861167856,0.3333333333333333,1.0,0.0,0.685150081832815,1.0,0.0,0.0
3534,0.654,0.35135135135135137,0.4,0.5929523417256783,0.3333333333333333,1.0,1.0,0.9553221332637266,1.0,0.0,0.0
10678,0.6640833184487208,0.08689940137139363,0.7215277850741565,0.4510675769549206,0.0,1.0,0.0,0.8505993590268269,1.0,0.0,0.0
4110,0.41600000000000004,0.2972972972972973,0.6000000000000001,0.0,0.3333333333333333,1.0,0.0,0.8692495633332984,0.0,0.0,1.0
10044,0.825490626436022,0.3462175889759431,0.7000000000000001,0.5279941038347474,0.29500282178388304,1.0,0.0,0.1264941678911937,1.0,0.0,0.0
15327,0.7691393215544866,0.39189189189189194,0.45159650862275114,0.0,0.0,1.0,0.0,0.6094209959371549,0.0,1.0,1.0
346,0.5599999999999999,0.21621621621621623,0.9,0.4262170748290671,0.3333333333333333,1.0,0.0,0.6913831770934125,1.0,0.0,0.0
5498,0.42600000000000005,0.22972972972972977,0.30000000000000004,0.42348158170514577,0.0,0.0,0.0,0.19769257964135573,0.0,0.0,1.0
636,0.62,0.2027027027027027,0.1,0.0,0.3333333333333333,0.0,0.0,0.5891729160134793,0.0,1.0,0.0
12979,0.6996257917716542,0.2378038341837122,0.37987418647973514,0.0,0.0,0.0,1.0,0.5941999221161663,0.0,0.0,1.0
11647,0.6380834955549739,0.36691185253163583,0.15422607460359,0.0,0.3333333333333333,1.0,0.0,0.08633572812799556,0.0,0.0,1.0
13696,0.7164689071019739,0.44520214892646714,0.9882773224506508,0.4306276725089901,0.0,1.0,0.0,0.01982780313896715,0.0,0.0,1.0
6220,0.914,0.2027027027027027,1.0,0.4063521169092998,0.3333333333333333,1.0,0.0,0.8907954209627018,0.0,0.0,1.0
10650,0.2915338233406746,0.17329626760536104,0.30000000000000004,0.0,0.0,1.0,1.0,0.8856771591872074,0.0,0.0,0.0
4382,0.5439999999999999,0.2837837837837838,0.9,0.33263222529912445,0.3333333333333333,0.0,0.0,0.1943723625606245,0.0,0.0,0.0
4977,0.852,0.22972972972972977,0.8,0.42393822129136177,0.0,1.0,1.0,0.7426508231536111,0.0,1.0,1.0
6178,0.9999999999999999,0.2972972972972973,0.4,0.39055893171606054,0.3333333333333333,0.0,0.0,0.5334481442977804,1.0,0.0,0.0
6785,0.5419999999999999,0.3108108108108108,0.5,0.4170285632704498,0.0,1.0,1.0,0.4777438245352431,0.0,1.0,1.0
4084,0.686,0.2837837837837838,0.4,0.0,0.3333333333333333,0.0,1.0,0.7116670141998561,0.0,0.0,0.0
9728,0.5319999999999999,0.3378378378378379,0.7000000000000001,0.3825625376422755,0.0,0.0,1.0,0.5763098375894897,1.0,0.0,0.0
11617,0.7887218401573955,0.15988485046463025,0.6000000000000001,0.602655858176288,0.0,0.0,0.0,0.3264596250924955,1.0,0.0,0.0
14705,0.5014431590745037,0.23845925387113412,0.7723149377229748,0.015254423603963644,0.0,1.0,0.0,0.5060511093342334,0.0,1.0,1.0
13979,0.6067181342716209,0.45079820453797925,0.7895456374168426,0.49121762138940955,0.0,1.0,1.0,0.08993944466435928,1.0,0.0,1.0
1995,0.46799999999999986,0.35135135135135137,0.5,0.38131717144598437,0.3333333333333333,1.0,1.0,0.5328173840601778,0.0,0.0,0.0
4304,0.41000000000000003,0.4324324324324324,0.7000000000000001,0.5104104220163653,0.3333333333333333,1.0,1.0,0.3118473814249261,0.0,1.0,1.0
13599,0.2782870390645489,0.34404270292843897,0.7475496010022691,0.0,0.0,1.0,1.0,0.5640508318728311,0.0,0.0,0.0
10146,0.5191744461537598,0.20596321205827028,0.5120638846156,0.282115597406425,0.0,1.0,0.0,0.0832449366188257,0.0,1.0,1.0
9066,0.624,0.16216216216216217,0.5,0.45949604478854345,0.3333333333333333,1.0,1.0,0.7479531295238695,1.0,0.0,1.0
4505,0.7179999999999999,0.16216216216216217,0.5,0.0,0.3333333333333333,0.0,1.0,0.8069602647052793,0.0,0.0,0.0
2486,0.666,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.5239250848456027,0.0,1.0,0.0
9487,0.9999999999999999,0.1891891891891892,0.5,0.0,0.0,1.0,1.0,0.019096873751443262,0.0,1.0,0.0
14227,0.5226283289944592,0.48622214010985726,0.5980438368129437,0.4556863400129741,0.0,0.0,1.0,0.30028169890117823,1.0,0.0,0.0
4928,0.32599999999999996,0.2837837837837838,0.7000000000000001,0.3548847263046124,0.3333333333333333,1.0,1.0,0.73370631895346,0.0,1.0,1.0
4877,0.7739999999999999,0.35135135135135137,0.7000000000000001,0.0,0.3333333333333333,0.0,0.0,0.2894626436824717,0.0,0.0,1.0
11716,0.30170195865941796,0.3068166835849256,0.4176108646321123,0.5843675674278631,0.0,1.0,0.0,0.9559611167296361,0.0,0.0,0.0
2765,0.634,0.24324324324324326,0.9,0.0,0.3333333333333333,1.0,1.0,0.20027267604056187,0.0,0.0,1.0
8464,0.9999999999999999,0.21621621621621623,0.4,0.2844961075630349,0.3333333333333333,1.0,1.0,0.7700205869660551,0.0,0.0,0.0
10995,0.49069050483467996,0.19247251376986485,0.46214830094850007,0.3444744053203294,0.0,1.0,0.0,0.03888246136839917,0.0,1.0,1.0
422,0.37,0.2972972972972973,0.7000000000000001,0.44542586992192734,0.0,1.0,0.0,0.04058757611351883,1.0,0.0,1.0
12718,0.25114117403827524,0.45693408214047576,0.8,0.4949505085040921,0.0,0.0,0.0,0.9044981096577427,0.0,0.0,0.0
15059,0.3278985691726821,0.4661968197041081,0.9,0.43108194739262534,0.0,0.0,0.0,0.27198679571112677,0.0,0.0,1.0
13538,0.9022230244923257,0.21243010484955185,0.9,0.0,0.0,1.0,0.0,0.2090279596956675,0.0,0.0,1.0
2508,0.654,0.37837837837837845,0.2,0.2273342933778412,0.0,1.0,1.0,0.7926728502571996,0.0,0.0,1.0
10215,0.7098354637588778,0.32166679957691424,0.9,0.1550158237715186,0.0,0.0,0.0,0.022196018792658152,0.0,0.0,0.0
3123,0.584,0.16216216216216217,0.8,0.32269902891648167,0.3333333333333333,1.0,0.0,0.8737165399295632,0.0,0.0,1.0
15696,0.8205549750081728,0.5952129039629555,0.21859777175689737,0.0,0.061992572522991174,1.0,1.0,0.8143446447117129,0.0,0.0,1.0
7485,0.42200000000000004,0.1891891891891892,0.5,0.0,0.3333333333333333,1.0,0.0,0.4243425747158854,0.0,0.0,1.0
3009,0.402,0.1756756756756757,0.1,0.0,0.3333333333333333,1.0,1.0,0.9255576907594675,0.0,0.0,1.0
411,0.9999999999999999,0.27027027027027034,0.1,0.0,0.3333333333333333,1.0,1.0,0.40001355129414856,0.0,0.0,1.0
432,0.396,0.2027027027027027,0.0,0.402890113671252,0.0,1.0,0.0,0.21371175947302964,1.0,0.0,0.0
8090,0.6940000000000001,0.40540540540540543,0.1,0.0,0.3333333333333333,1.0,1.0,0.43698648220905095,0.0,0.0,0.0
864,0.4879999999999999,0.27027027027027034,0.4,0.0,0.3333333333333333,0.0,0.0,0.9344515401220816,0.0,0.0,1.0
4964,0.23199999999999998,0.3108108108108108,0.30000000000000004,0.133775231210409,0.3333333333333333,1.0,0.0,0.8949982223302325,0.0,0.0,0.0
6371,0.5039999999999999,0.21621621621621623,0.5,0.0,0.3333333333333333,1.0,1.0,0.3870513134004297,0.0,0.0,1.0
239,0.7060000000000001,0.13513513513513514,0.2,0.3235330727308447,0.3333333333333333,0.0,1.0,0.8140806447015689,0.0,0.0,1.0
3275,0.616,0.09459459459459457,0.30000000000000004,0.0,0.3333333333333333,0.0,1.0,0.8697671627640439,0.0,0.0,1.0
5092,0.676,0.2837837837837838,0.0,0.0,0.3333333333333333,1.0,0.0,0.2660782604738753,0.0,0.0,0.0
29,0.122,0.14864864864864863,0.0,0.23793393564693938,0.3333333333333333,1.0,1.0,0.26738368514193106,0.0,0.0,1.0
15138,0.5381284088710591,0.4141946118611089,0.6951203833166179,0.5305930707606751,0.0,0.0,1.0,0.8424527590570822,0.0,0.0,1.0
10682,0.7522145399075074,0.47678198678415445,0.5429533244493143,0.5771822756323939,0.0,0.0,1.0,0.6455068731572252,1.0,0.0,1.0
7616,0.5199999999999999,0.12162162162162166,0.4,0.34780017655774104,0.3333333333333333,1.0,0.0,0.9136297016365063,0.0,0.0,0.0
5036,0.6980000000000001,0.5540540540540542,0.30000000000000004,0.425749155762804,0.0,0.0,1.0,0.8178714567241171,1.0,0.0,1.0
9447,0.7359999999999999,0.3108108108108108,0.1,0.0,0.3333333333333333,0.0,1.0,0.13750283152041018,0.0,0.0,0.0
12360,0.633316570118372,0.27507225403239177,0.7559224466399499,0.4603652207752814,0.6666666666666667,1.0,0.0,0.7683387386538253,0.0,0.0,1.0
3666,0.7020000000000001,0.040540540540540515,0.9,0.0,0.3333333333333333,1.0,1.0,0.13159176701374978,0.0,1.0,0.0
15516,0.691462458041627,0.45665823647086073,0.36036452505781547,0.42239416438381,0.0,0.0,1.0,0.674891228249185,0.0,1.0,0.0
7448,0.682,0.24324324324324326,0.7000000000000001,0.517878155230277,0.0,0.0,0.0,0.37830102774814994,0.0,1.0,1.0
4585,0.5059999999999999,0.16216216216216217,0.8,0.0,0.3333333333333333,1.0,1.0,0.2376470952976009,0.0,0.0,1.0
2433,0.818,0.6554054054054055,0.6000000000000001,0.5138255137773269,0.0,1.0,1.0,0.24118833348584787,0.0,1.0,0.0
9364,0.5139999999999999,0.4189189189189189,0.9,0.4781235680191906,0.3333333333333333,1.0,0.0,0.5153324142455604,0.0,0.0,0.0
7899,0.584,0.2972972972972973,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.9198466453546312,0.0,0.0,0.0
14392,0.41631090780521873,0.2837837837837838,0.36044415400745533,0.4838443990036284,0.0,1.0,0.0,0.2119338269964026,1.0,0.0,1.0
8149,0.2839999999999999,0.27027027027027034,0.8,0.22745661395828085,0.3333333333333333,1.0,0.0,0.9449063885601074,1.0,0.0,0.0
13470,0.36730273545124914,0.22300509028797638,0.8,0.0,0.0,1.0,0.0,0.4386070024700929,0.0,0.0,1.0
3746,0.676,0.22972972972972977,0.5,0.44471514310850274,0.0,0.0,0.0,0.8308510962796947,1.0,0.0,1.0
10099,0.3080562721284475,0.35829821665016076,0.5502009718873129,0.45944344942372295,0.0,0.0,0.0,0.44257285673258195,1.0,0.0,1.0
2022,0.30199999999999994,0.08108108108108109,0.4,0.5213527930802503,0.3333333333333333,1.0,0.0,0.40118611327381765,1.0,0.0,1.0
14396,0.5708119564966263,0.5166195573509824,0.8653730905496586,0.46965020379885586,0.05771151575056899,1.0,1.0,0.5861908856338073,0.0,0.0,1.0
3857,0.572,0.36486486486486486,0.7000000000000001,0.557434414905271,0.0,1.0,1.0,0.5420065616266353,0.0,0.0,0.0
10724,0.5006243709630325,0.30739596712213774,0.0595946274387553,0.48506056406394266,0.0,1.0,1.0,0.7005248744868086,0.0,0.0,1.0
4495,0.878,0.1891891891891892,0.7000000000000001,0.2767000737231599,0.0,1.0,0.0,0.5374903803313216,0.0,0.0,0.0
15075,0.7545980209915215,0.5001329224095741,0.4603934503323389,0.44083040301520765,0.06601091611276855,1.0,1.0,0.21371305015505945,0.0,1.0,1.0
5983,0.5379999999999999,0.13513513513513514,0.6000000000000001,0.3951912507584255,0.3333333333333333,1.0,0.0,0.24234084355055907,1.0,0.0,0.0
6839,0.7479999999999999,0.24324324324324326,0.6000000000000001,0.37710574042233647,0.3333333333333333,1.0,1.0,0.05308321944745722,1.0,0.0,1.0
8024,0.6880000000000001,0.16216216216216217,1.0,0.5766645333968067,0.0,1.0,1.0,0.1589847330420055,0.0,0.0,1.0
7289,0.5539999999999999,0.22972972972972977,0.7000000000000001,0.0,0.0,1.0,0.0,0.9386230385001767,0.0,1.0,0.0
6547,0.612,0.16216216216216217,0.4,0.2962286400825132,0.0,1.0,1.0,0.11459844415141646,0.0,0.0,0.0
6221,0.32599999999999996,0.36486486486486486,0.0,0.6562406274196827,0.6666666666666667,1.0,0.0,0.24954353140724936,0.0,0.0,0.0
11852,0.4573601212877306,0.3302699970997055,0.24399797853782057,0.4996422062383359,0.0,0.0,0.0,0.5651484940115828,1.0,0.0,0.0
14727,0.5783891675567202,0.25083996043472256,0.6070269634021185,0.7485393008302164,0.0,0.0,0.0,0.23676883515869587,0.0,0.0,1.0
12795,0.6639068090698135,0.39315122878630415,0.7591398056468538,0.5527098196659649,0.0,0.0,0.0,0.9220536087448842,1.0,0.0,1.0
10338,0.2977736944094112,0.4931010200542399,0.47447377420068765,0.0,0.3333333333333333,0.0,1.0,0.9296189885680198,0.0,0.0,0.0
7812,0.364,0.08108108108108109,0.8,0.5689770296776672,0.0,0.0,0.0,0.17111584156286924,1.0,0.0,1.0
15231,0.34479844008745597,0.3699687988644565,0.49184607439798517,0.4540837397382965,0.0,1.0,0.0,0.1142426188281437,1.0,0.0,0.0
1887,0.5259999999999999,0.21621621621621623,0.8,0.4675205777772163,0.0,1.0,0.0,0.6970590691411028,0.0,1.0,1.0
15119,0.3150400212033235,0.45027017475980396,0.24200017669436258,0.0,0.0,0.0,0.0,0.7546242075756072,0.0,0.0,0.0
6973,0.618,0.2837837837837838,0.8,0.423517094131725,0.3333333333333333,1.0,1.0,0.9905532978399437,1.0,0.0,1.0
9349,0.902,0.3378378378378379,0.4,0.6325798653947505,0.3333333333333333,0.0,0.0,0.49291987384795244,0.0,0.0,1.0
7007,0.578,0.27027027027027034,0.5,0.0,0.3333333333333333,0.0,0.0,0.46856874831546413,0.0,0.0,0.0
10641,0.8279369923669883,0.26798254074717814,0.17965879983009797,0.5107529718254233,0.2655293327669932,0.0,0.0,0.19522326370642917,1.0,0.0,0.0
15506,0.6185668104988893,0.38475428378147464,0.013204575004272058,0.4356013962141148,0.0,0.0,0.0,0.9404073286714228,1.0,0.0,0.0
7028,0.7359999999999999,0.10810810810810811,0.7000000000000001,0.5879958273098054,0.0,0.0,0.0,0.2554642968403482,1.0,0.0,1.0
10025,0.827253298433605,0.2420456304712163,0.8,0.46060066460003607,0.0,0.0,0.0,0.7009376958174369,1.0,0.0,1.0
4952,0.658,0.5405405405405406,0.9,0.4357452462073346,0.0,1.0,1.0,0.019089573054226677,0.0,1.0,1.0
14168,0.3335959945929292,0.3449649177052294,0.5,0.36249100338640994,0.0,0.0,0.0,0.4672068833658409,1.0,0.0,1.0
10633,0.5882590271279813,0.3896817139874169,0.9,0.4429219389818334,0.0,1.0,1.0,0.7792288999837995,1.0,0.0,0.0
6972,0.4899999999999999,0.4594594594594595,0.9,0.0,0.0,1.0,1.0,0.531696176984902,0.0,0.0,1.0
1790,0.6940000000000001,0.6554054054054055,0.30000000000000004,0.4307380737732998,0.3333333333333333,1.0,1.0,0.0821788980847671,1.0,0.0,0.0
3264,0.7759999999999999,0.22972972972972977,0.5,0.642787077414579,0.3333333333333333,1.0,0.0,0.9071780855071658,0.0,0.0,1.0
959,0.5579999999999999,0.25675675675675674,0.6000000000000001,0.514556726996208,0.0,1.0,1.0,0.1198101918733239,0.0,0.0,0.0
41,0.22999999999999998,0.445945945945946,0.8,0.48833500486193426,0.0,0.0,0.0,0.9065169223660858,0.0,0.0,0.0
9942,0.7779999999999999,0.09459459459459457,0.5,0.45083292583056334,0.0,1.0,0.0,0.6459101344178368,1.0,0.0,0.0
2882,0.402,0.25675675675675674,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.25285824796268047,0.0,0.0,1.0
10225,0.7849587019440952,0.5296265951857116,0.5451907989064336,0.5092643298969831,0.0,1.0,0.0,0.7545527767480126,1.0,0.0,0.0
3617,0.884,0.14864864864864863,0.4,0.42886651707870715,0.0,1.0,0.0,0.09456203067392935,1.0,0.0,0.0
2968,0.6920000000000001,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.41147434580002384,0.0,1.0,0.0
5979,0.654,0.08108108108108109,0.0,0.591071020110197,0.3333333333333333,0.0,0.0,0.9145991942230483,0.0,0.0,0.0
5707,0.7919999999999999,0.09459459459459457,0.9,0.0,0.3333333333333333,0.0,1.0,0.44362681636096246,0.0,0.0,1.0
9837,0.7999999999999999,0.27027027027027034,0.5,0.6039599584038284,0.0,1.0,1.0,0.23274007667732266,0.0,0.0,1.0
6817,0.5159999999999999,0.5135135135135136,1.0,0.5151701234553041,0.3333333333333333,1.0,0.0,0.7124703409175577,0.0,0.0,0.0
1321,0.7479999999999999,0.2972972972972973,0.6000000000000001,0.0,0.3333333333333333,0.0,0.0,0.5307401856877332,0.0,0.0,1.0
